Feature,MeanAbsSHAP,MedianAbsSHAP,StdAbsSHAP,ContributionShare
mesh_median_ppsqm_ma4q,66041.42533125285,39995.73675274944,64797.42669631322,0.5827900555581421
mesh_median_ppsqm_growth_qoq,26810.76060930487,22296.92331424066,19343.22644268631,0.23659460083849188
mesh_median_ppsqm_lag1,9398.115984760574,8101.5449711400415,6718.515510205289,0.08293474148124619
mesh_median_ppsqm_std4q,4676.537078917874,2908.886822201608,5486.003963844294,0.04126863238296126
mesh_median_ppsqm_growth_yoy,3053.619416031652,2370.8189164899322,2615.6652955795716,0.02694701121600925
mesh_median_ppsqm_lag4,1080.3076050183533,846.1419963728571,858.483841254829,0.009533297108452729
mesh_avg_age,982.7894366440266,380.41968523776404,1965.9172613107057,0.008672736960337525
mesh_transaction_count,408.290287408963,183.49672510287144,670.6095603245554,0.003603003994680824
MeshHedonicIndex,279.50287346950284,165.3320874481052,363.5343443750631,0.0024665048390599565
mesh_avg_area,270.3599528946263,191.1932686422811,241.16651711526973,0.002385822098445719
TimeTrend,258.7695032357903,125.85313318713644,433.0098198776577,0.0022835408595606415
WardHedonicIndex,36.98502972800485,24.246330445203444,37.26177181509324,0.00032637859376731564
Ward_encoded,21.947031240882037,13.74237446219011,23.71553228365198,0.00019367406884474156
WardHedonicIndex_missing,0.0,0.0,0.0,0.0
MeshHedonicIndex_missing,0.0,0.0,0.0,0.0
